Stem,Status,Description,LineData
Leaf_Blight_Leaf_Blight_127,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_128,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_129,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_13,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_130,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_131,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_132,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_133,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_134,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_135,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_136,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_137,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_138,VALID,,
Leaf_Blight_Leaf_Blight_139,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_14,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_140,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_141,VALID,,
Leaf_Blight_Leaf_Blight_142,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_143,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_144,VALID,,
Leaf_Blight_Leaf_Blight_145,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_146,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_147,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_148,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_149,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_15,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_150,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_151,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_152,VALID,,
Leaf_Blight_Leaf_Blight_153,VALID,,
Leaf_Blight_Leaf_Blight_154,VALID,,
Leaf_Blight_Leaf_Blight_155,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_156,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_157,VALID,,
Leaf_Blight_Leaf_Blight_158,VALID,,
Leaf_Blight_Leaf_Blight_159,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_16,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_160,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_161,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_162,VALID,,
Leaf_Blight_Leaf_Blight_163,VALID,,
Leaf_Blight_Leaf_Blight_164,VALID,,
Leaf_Blight_Leaf_Blight_165,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_166,VALID,,
Leaf_Blight_Leaf_Blight_167,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_168,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_169,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_17,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_170,VALID,,
Leaf_Blight_Leaf_Blight_171,VALID,,
Leaf_Blight_Leaf_Blight_172,VALID,,
Leaf_Blight_Leaf_Blight_173,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_174,VALID,,
Leaf_Blight_Leaf_Blight_175,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_176,VALID,,
Leaf_Blight_Leaf_Blight_177,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_178,VALID,,
Leaf_Blight_Leaf_Blight_179,VALID,,
Leaf_Blight_Leaf_Blight_18,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_180,VALID,,
Leaf_Blight_Leaf_Blight_181,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_182,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_183,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_184,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_185,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_186,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_187,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_188,VALID,,
Leaf_Blight_Leaf_Blight_189,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_19,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_190,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_191,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_192,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_193,VALID,,
Leaf_Blight_Leaf_Blight_194,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_195,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_196,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_197,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_198,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_199,VALID,,
Leaf_Blight_Leaf_Blight_2,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_20,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_200,VALID,,
Leaf_Blight_Leaf_Blight_201,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_202,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_203,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_204,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_205,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_206,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_207,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_208,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_209,VALID,,
Leaf_Blight_Leaf_Blight_21,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_210,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_211,VALID,,
Leaf_Blight_Leaf_Blight_212,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_213,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_214,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_215,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_216,VALID,,
Leaf_Blight_Leaf_Blight_217,VALID,,
Leaf_Blight_Leaf_Blight_218,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_219,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_22,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_220,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_221,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_222,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_223,VALID,,
Leaf_Blight_Leaf_Blight_224,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_225,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_226,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_227,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_228,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_229,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_23,VALID,,
Leaf_Blight_Leaf_Blight_230,VALID,,
Leaf_Blight_Leaf_Blight_231,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_232,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_233,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_234,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_235,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_236,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_237,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_238,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_239,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_24,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_240,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_241,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_242,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_243,VALID,,
Leaf_Blight_Leaf_Blight_244,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_245,VALID,,
Leaf_Blight_Leaf_Blight_246,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_247,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_248,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_249,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_25,VALID,,
Leaf_Blight_Leaf_Blight_250,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_251,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_252,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_253,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_254,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_255,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_256,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_257,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_258,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_259,VALID,,
Leaf_Blight_Leaf_Blight_26,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_260,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_261,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_262,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_263,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_264,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_265,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_266,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_267,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_268,VALID,,
Leaf_Blight_Leaf_Blight_269,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_27,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_270,MISSING_LABEL,,No label file
Leaf_Blight_Leaf_Blight_270_jpg.rf.5d3bb08660f888804f95f7d10a527267,MALFORMED,Invalid part count,3 0.6328125 0 0.6609375 0 0.6671875 0.00625 0.6671875 0.0140625 0.6640625 0.015625 0.6640625 0.021875 0.6609375 0.0234375 0.659375 0.0421875 0.65625 0.04375 0.6546875 0.0515625 0.659375 0.05625 0.659375 0.059375 0.6625 0.0625 0.66875 0.0625 0.66875 0.06875 0.6734375 0.0703125 0.66875 0.0734375 0.66875 0.0765625 0.6671875 0.0734375 0.6609375 0.075 0.659375 0.0890625 0.6640625 0.0984375 0.6609375 0.1 0.6609375 0.10625 0.65625 0.1078125 0.65625 0.11875 0.6609375 0.1203125 0.6609375 0.1265625 0.6578125 0.1265625 0.65625 0.13125 0.6578125 0.1328125 0.6609375 0.13125 0.6609375 0.1390625 0.65625 0.14375 0.6546875 0.1578125 0.65625 0.1609375 0.659375 0.1609375 0.65625 0.1640625 0.653125 0.1640625 0.6515625 0.1609375 0.646875 0.1625 0.646875 0.16875 0.6546875 0.1703125 0.6546875 0.184375 0.6484375 0.1859375 0.65 0.1953125 0.6546875 0.1953125 0.6578125 0.1921875 0.6578125 0.1828125 0.6609375 0.18125 0.6609375 0.178125 0.6625 0.1828125 0.66875 0.1828125 0.6703125 0.175 0.6734375 0.1734375 0.6734375 0.1625 0.6703125 0.1609375 0.6734375 0.159375 0.6734375 0.15625 0.6703125 0.153125 0.6734375 0.1515625 0.678125 0.140625 0.6828125 0.1390625 0.6828125 0.13125 0.6859375 0.1296875 0.6859375 0.125 0.675 0.11875 0.678125 0.1171875 0.675 0.1125 0.6796875 0.1125 0.6828125 0.1078125 0.6890625 0.10625 0.69375 0.1 0.6984375 0.0984375 0.6984375 0.0953125 0.690625 0.090625 0.69375 0.0890625 0.69375 0.0828125 0.6984375 0.0796875 0.7 0.065625 0.7046875 0.065625 0.70625 0.06875 0.709375 0.06875 0.7125 0.0625 0.715625 0.0609375 0.715625 0.053125 0.70625 0.0515625 0.70625 0.040625 0.7015625 0.0359375 0.6984375 0.0359375 0.696875 0.0390625 0.6859375 0.0390625 0.6828125 0.0359375 0.68125 0.025 0.675 0.021875 0.6734375 0.0171875 0.675 0 0.6921875 0 0.69375 0.009375 0.6984375 0.0125 0.7046875 0.0125 0.70625 0.01875 0.7109375 0.0234375 0.7140625 0.0234375 0.715625 0.0203125 0.7265625 0.01875 0.728125 0.0109375 0.73125 0.0078125 0.7484375 0.00625 0.75 0.003125 0.759375 0.003125 0.7609375 0.00625 0.7734375 0.00625 0.775 0.003125 0.8234375 0.003125 0.825 0 0.8390625 0 0.840625 0.003125 0.84375 0.003125 0.8421875 0.0109375 0.8390625 0.0125 0.8390625 0.01875 0.8359375 0.0203125 0.834375 0.0296875 0.8265625 0.0375 0.821875 0.0546875 0.81875 0.05625 0.8171875 0.0640625 0.8109375 0.0703125 0.809375 0.0796875 0.80625 0.08125 0.8046875 0.0890625 0.7984375 0.0953125 0.796875 0.1046875 0.79375 0.10625 0.7921875 0.1140625 0.7890625 0.115625 0.7890625 0.121875 0.7859375 0.1234375 0.784375 0.134375 0.78125 0.1359375 0.7796875 0.14375 0.7734375 0.15 0.7734375 0.15625 0.771875 0.1609375 0.76875 0.1625 0.7671875 0.1734375 0.7609375 0.178125 0.759375 0.1859375 0.75625 0.1875 0.7546875 0.1984375 0.7515625 0.2 0.7515625 0.20625 0.7484375 0.2078125 0.746875 0.2171875 0.74375 0.21875 0.7421875 0.2265625 0.7359375 0.2328125 0.734375 0.2421875 0.73125 0.24375 0.7296875 0.2515625 0.7265625 0.253125 0.7265625 0.259375 0.7234375 0.2609375 0.721875 0.271875 0.71875 0.2734375 0.7171875 0.28125 0.7140625 0.2828125 0.709375 0.29375 0.70625 0.2953125 0.7046875 0.30625 0.6984375 0.3125 0.696875 0.321875 0.69375 0.3234375 0.6921875 0.334375 0.6859375 0.340625 0.68125 0.3515625 0.6796875 0.346875 0.6765625 0.3484375 0.6765625 0.3546875 0.6796875 0.35625 0.68125 0.3734375 0.684375 0.375 0.6859375 0.39375 0.6890625 0.3953125 0.6890625 0.40625 0.6921875 0.4078125 0.69375 0.4234375 0.696875 0.425 0.6984375 0.45625 0.7015625 0.4578125 0.7015625 0.471875 0.7046875 0.4734375 0.70625 0.4828125 0.70625 0.50625 0.7046875 0.5078125 0.70625 0.53125 0.709375 0.5328125 0.7109375 0.5546875 0.7140625 0.55625 0.7140625 0.56875 0.7171875 0.5703125 0.71875 0.6109375 0.721875 0.6125 0.721875 0.6390625 0.7234375 0.640625 0.721875 0.65 0.7234375 0.653125 0.721875 0.6609375 0.7234375 0.6703125 0.721875 0.7890625 0.71875 0.790625 0.7171875 0.859375 0.7140625 0.8609375 0.7140625 0.8734375 0.7109375 0.875 0.709375 0.96875 0.70625 0.9703125 0.7046875 0.996875 0.6984375 0.9984375 0.678125 0.9984375 0.6765625 0.996875 0.6640625 0.9984375 0.6125 0.9984375 0.6109375 0.996875 0.6046875 0.9984375 0.5828125 0.9984375 0.58125 0.996875 0.5734375 0.9984375 0.571875 0.996875 0.4828125 0.9984375 0.4703125 0.99375 0.46875 0.996875 0.459375 0.9984375 0.3953125 0.9984375 0.39375 0.996875 0.34375 0.996875 0.340625 0.99375 0.3390625 0.996875 0.3 0.9984375 0.290625 0.996875 0.2875 0.99375 0.2875 0.98125 0.290625 0.9796875 0.290625 0.965625 0.29375 0.9640625 0.29375 0.9359375 0.2953125 0.9234375 0.2984375 0.921875 0.3 0.86875 0.303125 0.8671875 0.303125 0.840625 0.30625 0.8390625 0.3078125 0.8078125 0.3109375 0.80625 0.3125 0.7734375 0.315625 0.771875 0.315625 0.753125 0.31875 0.7515625 0.31875 0.7359375 0.3203125 0.7234375 0.3234375 0.721875 0.325 0.6984375 0.328125 0.696875 0.328125 0.6859375 0.33125 0.684375 0.33125 0.675 0.3328125 0.6703125 0.3359375 0.66875 0.3375 0.6484375 0.340625 0.646875 0.340625 0.6375 0.34375 0.6359375 0.34375 0.625 0.3453125 0.615625 0.3484375 0.6140625 0.35 0.59375 0.353125 0.5921875 0.353125 0.5859375 0.35625 0.584375 0.3578125 0.575 0.3609375 0.5734375 0.3625 0.5625 0.365625 0.5609375 0.365625 0.55625 0.36875 0.5546875 0.36875 0.5484375 0.3703125 0.54375 0.3734375 0.5421875 0.375 0.5328125 0.378125 0.53125 0.3828125 0.51875 0.3859375 0.5171875 0.3859375 0.5109375 0.3875 0.50625 0.390625 0.5046875 0.390625 0.5 0.39375 0.4984375 0.3953125 0.4875 0.403125 0.4796875 0.403125 0.475 0.40625 0.4734375 0.40625 0.4703125 0.4109375 0.4671875 0.4125 0.4578125 0.41875 0.4515625 0.4203125 0.440625 0.4234375 0.4390625 0.425 0.43125 0.428125 0.4296875 0.428125 0.425 0.4359375 0.4171875 0.4375 0.4109375 0.440625 0.409375 0.4453125 0.3984375 0.4484375 0.396875 0.45 0.390625 0.45625 0.3859375 0.45625 0.3828125 0.4609375 0.3796875 0.465625 0.3703125 0.4734375 0.3640625 0.475 0.3578125 0.48125 0.3546875 0.4828125 0.3484375 0.503125 0.3296875 0.503125 0.325 0.515625 0.3125 0.521875 0.3109375 0.5234375 0.30625 0.528125 0.3046875 0.528125 0.3 0.534375 0.2984375 0.5609375 0.271875 0.5609375 0.2625 0.571875 0.2609375 0.5734375 0.25625 0.5765625 0.25625 0.590625 0.240625 0.59375 0.240625 0.603125 0.23125 0.603125 0.228125 0.6 0.2265625 0.6 0.2125 0.603125 0.2109375 0.603125 0.203125 0.60625 0.2015625 0.6078125 0.175 0.6109375 0.1734375 0.6109375 0.15625 0.6125 0.1546875 0.6109375 0.1453125 0.60625 0.14375 0.6125 0.1421875 0.6125 0.1375 0.615625 0.1359375 0.615625 0.1328125 0.603125 0.1265625 0.596875 0.1328125 0.5984375 0.1359375 0.5890625 0.140625 0.5890625 0.14375 0.5859375 0.1453125 0.58125 0.1546875 0.5796875 0.1515625 0.575 0.1515625 0.575 0.14375 0.578125 0.1421875 0.578125 0.125 0.575 0.1234375 0.575 0.1125 0.578125 0.1109375 0.578125 0.10625 0.58125 0.10625 0.5828125 0.1 0.5859375 0.0984375 0.5859375 0.0953125 0.58125 0.0921875 0.5703125 0.09375 0.55625 0.1078125 0.5546875 0.1140625 0.55 0.1140625 0.54375 0.1203125 0.5421875 0.1265625 0.534375 0.134375 0.53125 0.134375 0.5296875 0.1390625 0.5140625 0.153125 0.5140625 0.15625 0.50625 0.1625 0.5046875 0.16875 0.496875 0.175 0.496875 0.1796875 0.4875 0.1859375 0.484375 0.1921875 0.48125 0.19375 0.48125 0.196875 0.4734375 0.203125 0.4671875 0.2171875 0.45625 0.228125 0.4546875 0.234375 0.4484375 0.240625 0.4421875 0.2546875 0.4359375 0.2578125 0.434375 0.2671875 0.4265625 0.2734375 0.4171875 0.2921875 0.4109375 0.2953125 0.4046875 0.309375 0.4015625 0.3109375 0.396875 0.321875 0.39375 0.3234375 0.3921875 0.33125 0.384375 0.3375 0.384375 0.3421875 0.3765625 0.35 0.3765625 0.3546875 0.3734375 0.35625 0.371875 0.3640625 0.36875 0.365625 0.3671875 0.3734375 0.3640625 0.375 0.3640625 0.3796875 0.3609375 0.38125 0.359375 0.3890625 0.35625 0.390625 0.3546875 0.396875 0.3484375 0.4 0.3484375 0.4046875 0.346875 0.409375 0.34375 0.4109375 0.3421875 0.41875 0.3359375 0.4234375 0.334375 0.4296875 0.3265625 0.4375 0.3265625 0.4421875 0.31875 0.45 0.3171875 0.459375 0.3109375 0.4625 0.3109375 0.4671875 0.309375 0.471875 0.30625 0.4734375 0.3046875 0.48125 0.2984375 0.4859375 0.296875 0.49375 0.29375 0.4953125 0.2921875 0.5015625 0.2859375 0.5078125 0.284375 0.5171875 0.2765625 0.525 0.2765625 0.5296875 0.2734375 0.53125 0.2671875 0.5484375 0.2609375 0.553125 0.259375 0.5609375 0.25625 0.5625 0.2546875 0.56875 0.2484375 0.575 0.246875 0.584375 0.2421875 0.5875 0.2421875 0.5921875 0.234375 0.6 0.234375 0.6046875 0.23125 0.60625 0.2296875 0.6140625 0.2234375 0.61875 0.2234375 0.6234375 0.21875 0.628125 0.2171875 0.6359375 0.2109375 0.640625 0.209375 0.6484375 0.20625 0.65 0.2046875 0.65625 0.1984375 0.6625 0.1984375 0.6671875 0.19375 0.6703125 0.1890625 0.68125 0.1859375 0.6828125 0.184375 0.6921875 0.1734375 0.703125 0.171875 0.7109375 0.16875 0.7125 0.16875 0.7171875 0.1609375 0.725 0.1546875 0.7390625 0.14375 0.75 0.1421875 0.759375 0.1359375 0.765625 0.134375 0.7734375 0.13125 0.775 0.1296875 0.784375 0.1265625 0.7859375 0.1265625 0.7921875 0.1234375 0.79375 0.121875 0.8046875 0.11875 0.80625 0.1171875 0.821875 0.1140625 0.8234375 0.1140625 0.8296875 0.1109375 0.83125 0.1046875 0.8546875 0.0984375 0.8609375 0.096875 0.86875 0.09375 0.8703125 0.0890625 0.88125 0.08125 0.8875 0.0796875 0.8921875 0.065625 0.89375 0.0625 0.8921875 0.0625 0.875 0.0578125 0.8734375 0.046875 0.884375 0.040625 0.8859375 0.0265625 0.9 0.0265625 0.9046875 0.0203125 0.90625 0.01875 0.9109375 0.015625 0.9109375 0.00625 0.921875 0 0.921875 0 0.8859375 0.00625 0.8796875 0.00625 0.8734375 0.0109375 0.86875 0.0125 0.853125 0.015625 0.8515625 0.015625 0.8328125 0.01875 0.83125 0.01875 0.80625 0.0203125 0.8046875 0.0203125 0.7875 0.0234375 0.7859375 0.025 0.75 0.028125 0.7484375 0.028125 0.740625 0.03125 0.7390625 0.0328125 0.71875 0.0359375 0.7171875 0.0375 0.7 0.04375 0.69375 0.04375 0.6875 0.0453125 0.6828125 0.0484375 0.68125 0.05 0.66875 0.053125 0.6671875 0.053125 0.6625 0.05625 0.6609375 0.0578125 0.653125 0.0609375 0.6515625 0.0625 0.640625 0.06875 0.634375 0.0703125 0.625 0.0734375 0.6234375 0.0734375 0.6203125 0.08125 0.6140625 0.0828125 0.6078125 0.0875 0.603125 0.0921875 0.603125 0.0984375 0.596875 0.0984375 0.590625 0.10625 0.58125 0.1078125 0.575 0.1171875 0.56875 0.1203125 0.5625 0.1265625 0.5609375 0.13125 0.55625 0.1359375 0.5453125 0.1484375 0.534375 0.15 0.528125 0.15625 0.5234375 0.1578125 0.5109375 0.1609375 0.509375 0.1625 0.475 0.165625 0.4734375 0.165625 0.46875 0.16875 0.4671875 0.16875 0.4609375 0.1703125 0.45625 0.1734375 0.4546875 0.1734375 0.4484375 0.175 0.44375 0.178125 0.4421875 0.178125 0.4375 0.1859375 0.4296875 0.1875 0.415625 0.19375 0.409375 0.2 0.3859375 0.203125 0.384375 0.203125 0.378125 0.20625 0.3765625 0.2078125 0.365625 0.2109375 0.3640625 0.2125 0.35625 0.215625 0.3546875 0.215625 0.3484375 0.21875 0.346875 0.2203125 0.3375 0.2234375 0.3359375 0.225 0.325 0.228125 0.3234375 0.228125 0.31875 0.23125 0.3171875 0.23125 0.3109375 0.2328125 0.30625 0.2359375 0.3046875 0.2375 0.2953125 0.24375 0.2890625 0.2453125 0.28125 0.2484375 0.2796875 0.25 0.2703125 0.25625 0.2671875 0.2578125 0.2578125 0.2625 0.2546875 0.2625 0.25 0.26875 0.246875 0.2703125 0.2375 0.278125 0.2296875 0.278125 0.225 0.28125 0.2234375 0.28125 0.2203125 0.2859375 0.2171875 0.2875 0.2078125 0.29375 0.2015625 0.303125 0.1828125 0.3109375 0.1765625 0.3125 0.1703125 0.3171875 0.16875 0.3203125 0.1625 0.3265625 0.1609375 0.3359375 0.15 0.3421875 0.1484375 0.35 0.140625 0.3546875 0.140625 0.35625 0.1375 0.3640625 0.1359375 0.365625 0.1328125 0.371875 0.13125 0.378125 0.125 0.396875 0.115625 0.4 0.1109375 0.4046875 0.1109375 0.4125 0.103125 0.4171875 0.103125 0.41875 0.1 0.421875 0.1 0.425 0.0953125 0.4296875 0.0953125 0.4375 0.0875 0.44375 0.0875 0.4484375 0.0859375 0.45 0.0828125 0.459375 0.08125 0.465625 0.075 0.4765625 0.0734375 0.478125 0.0703125 0.4859375 0.06875 0.4984375 0.06875 0.5 0.065625 0.5359375 0.065625 0.5375 0.06875 0.55625 0.0703125 0.5609375 0.075 0.5671875 0.0734375 0.575 0.065625 0.58125 0.065625 0.5859375 0.0609375 0.5921875 0.0609375 0.6078125 0.046875 0.6125 0.0359375 0.6203125 0.0296875 0.6203125 0.025 0.6234375 0.0234375 0.625 0.01875 0.625 0.0125 0.628125 0.0109375 0.628125 0.00625 0.6328125 0.0015625
